depth,gate_count,num_qubits,cx_count,remote_gate_count,teleportation_count,profile,bell_fidelity,latency,waiting_time,link_loss,gate_error,readout_error,output_fidelity
10,52,7,1,0,0,Poor,0.9233,64.75,32.37,0.0788,0.019176492035590548,0.027671161866181408,0.960259
19,77,7,2,2,2,Poor,0.8658,63.15,31.58,0.1392,0.03355736190110614,0.02597450613998423,0.897881
19,77,7,2,2,2,Poor,0.8658,63.15,31.58,0.1392,0.03355736190110614,0.02597450613998423,0.891361
16,37,4,1,1,1,Good,0.9858,15.07,7.54,0.0155,0.003553980294082437,0.005051376452209993,0.996579
16,37,4,1,1,1,Good,0.9858,15.07,7.54,0.0155,0.003553980294082437,0.005051376452209993,0.997681
19,46,4,2,1,1,Excellent,0.9902,9.66,4.83,0.0079,0.0024416755015197744,0.0026828620815004447,0.995635
19,46,4,2,1,1,Excellent,0.9902,9.66,4.83,0.0079,0.0024416755015197744,0.0026828620815004447,0.994097
6,15,4,1,1,1,Good,0.9869,11.37,5.68,0.0175,0.0032731393636021566,0.005693390524258563,0.994067
6,15,4,1,1,1,Good,0.9869,11.37,5.68,0.0175,0.0032731393636021566,0.005693390524258563,0.992863
21,85,6,3,3,3,Good,0.9862,14.85,7.42,0.0137,0.003443708274225188,0.003527167713599591,0.978525
21,85,6,3,3,3,Good,0.9862,14.85,7.42,0.0137,0.003443708274225188,0.003527167713599591,0.983484
19,41,4,2,1,1,Excellent,0.996,7.45,3.73,0.0061,0.0010030666930681553,0.0010776254597031972,0.996893
19,41,4,2,1,1,Excellent,0.996,7.45,3.73,0.0061,0.0010030666930681553,0.0010776254597031972,0.996423
18,71,6,1,1,1,Good,0.9819,16.38,8.19,0.0197,0.004528812898445644,0.0037202573382225526,0.97728
18,71,6,1,1,1,Good,0.9819,16.38,8.19,0.0197,0.004528812898445644,0.0037202573382225526,0.98667
21,66,6,3,3,3,Poor,0.8972,89.84,44.92,0.1014,0.025701381438212906,0.022214385788375573,0.96406
21,66,6,3,3,3,Poor,0.8972,89.84,44.92,0.1014,0.025701381438212906,0.022214385788375573,0.964315
13,31,4,1,1,1,Excellent,0.9937,9.81,4.91,0.009,0.0015822044474573804,0.0018391880537474473,0.993071
13,31,4,1,1,1,Excellent,0.9937,9.81,4.91,0.009,0.0015822044474573804,0.0018391880537474473,0.997458
16,61,7,3,2,2,Good,0.9873,16.62,8.31,0.0123,0.0031672560683651263,0.004275623818058159,0.957249
16,61,7,3,2,2,Good,0.9873,16.62,8.31,0.0123,0.0031672560683651263,0.004275623818058159,0.951853
17,39,4,3,3,3,Poor,0.8679,85.24,42.62,0.1319,0.03301428879084531,0.02707081964582308,0.97546
17,39,4,3,3,3,Poor,0.8679,85.24,42.62,0.1319,0.03301428879084531,0.02707081964582308,0.963427
6,22,5,1,0,0,Average,0.9649,28.04,14.02,0.0386,0.008773590862311692,0.010272046569633677,0.990691
6,22,5,1,0,0,Average,0.9649,28.04,14.02,0.0386,0.008773590862311692,0.010272046569633677,0.98497
16,70,8,2,0,0,Average,0.9566,40.25,20.12,0.0464,0.010839714484728175,0.010401594245355101,0.911921
16,70,8,2,0,0,Average,0.9566,40.25,20.12,0.0464,0.010839714484728175,0.010401594245355101,0.934154
21,96,6,2,1,1,Good,0.9717,13.4,6.7,0.0264,0.007071346298672648,0.004639246172347964,0.978796
21,96,6,2,1,1,Good,0.9717,13.4,6.7,0.0264,0.007071346298672648,0.004639246172347964,0.984266
11,53,8,2,1,1,Good,0.9925,17.8,8.9,0.0122,0.0018809387512961628,0.00544300560145629,0.957583
11,53,8,2,1,1,Good,0.9925,17.8,8.9,0.0122,0.0018809387512961628,0.00544300560145629,0.949115
16,36,4,1,0,0,Average,0.9494,43.01,21.5,0.0521,0.012641612947073666,0.011149191988138163,0.989603
16,36,4,1,0,0,Average,0.9494,43.01,21.5,0.0521,0.012641612947073666,0.011149191988138163,0.995419
12,44,6,2,0,0,Good,0.9843,18.38,9.19,0.0179,0.003933080183157911,0.004160749936142128,0.978813
12,44,6,2,0,0,Good,0.9843,18.38,9.19,0.0179,0.003933080183157911,0.004160749936142128,0.975123
17,45,5,1,1,1,Average,0.9454,32.4,16.2,0.0521,0.013657752331221934,0.007109127106432615,0.980923
17,45,5,1,1,1,Average,0.9454,32.4,16.2,0.0521,0.013657752331221934,0.007109127106432615,0.985735
9,20,4,2,0,0,Poor,0.9244,89.57,44.78,0.0734,0.018887979052105874,0.015363665435091246,0.943143
9,20,4,2,0,0,Poor,0.9244,89.57,44.78,0.0734,0.018887979052105874,0.015363665435091246,0.953488
9,37,6,1,1,1,Poor,0.9219,82.76,41.38,0.0805,0.0195225494479713,0.019049979917181693,0.979407
9,37,6,1,1,1,Poor,0.9219,82.76,41.38,0.0805,0.0195225494479713,0.019049979917181693,0.974313
10,75,8,1,1,1,Excellent,0.989,8.68,4.34,0.0079,0.0027458398148352825,0.002211383161832438,0.926362
10,75,8,1,1,1,Excellent,0.989,8.68,4.34,0.0079,0.0027458398148352825,0.002211383161832438,0.923469
14,50,6,2,1,1,Poor,0.9104,60.13,30.07,0.0911,0.022395272332763283,0.022071005297070075,0.974656
14,50,6,2,1,1,Poor,0.9104,60.13,30.07,0.0911,0.022395272332763283,0.022071005297070075,0.973818
19,96,6,1,0,0,Excellent,0.9937,6.11,3.06,0.0041,0.0015694320402601103,0.0015688459710428975,0.982699
19,96,6,1,0,0,Excellent,0.9937,6.11,3.06,0.0041,0.0015694320402601103,0.0015688459710428975,0.983163
13,64,8,4,1,1,Poor,0.8892,50.86,25.43,0.1098,0.027706584853474103,0.020591065000299405,0.914554
13,64,8,4,1,1,Poor,0.8892,50.86,25.43,0.1098,0.027706584853474103,0.020591065000299405,0.913102
9,46,8,1,1,1,Poor,0.851,61.2,30.6,0.148,0.037260440353824364,0.018481733215647035,0.915016
9,46,8,1,1,1,Poor,0.851,61.2,30.6,0.148,0.037260440353824364,0.018481733215647035,0.931343
21,93,6,1,1,1,Excellent,0.9998,8.21,4.11,0.0033,0.001,0.0029516348553245446,0.978287
21,93,6,1,1,1,Excellent,0.9998,8.21,4.11,0.0033,0.001,0.0029516348553245446,0.979164
21,48,5,3,2,2,Good,0.9853,10.84,5.42,0.0181,0.0036707993738253064,0.005093622676224482,0.98993
21,48,5,3,2,2,Good,0.9853,10.84,5.42,0.0181,0.0036707993738253064,0.005093622676224482,0.988773
19,80,6,1,1,1,Average,0.932,42.22,21.11,0.0634,0.017001959947515355,0.012511980805713675,0.967512
19,80,6,1,1,1,Average,0.932,42.22,21.11,0.0634,0.017001959947515355,0.012511980805713675,0.965339
19,85,8,3,3,3,Excellent,0.9985,6.34,3.17,0.0021,0.001,0.001977453776383232,0.923946
19,85,8,3,3,3,Excellent,0.9985,6.34,3.17,0.0021,0.001,0.001977453776383232,0.927266
19,52,4,2,1,1,Excellent,0.9891,6.88,3.44,0.0076,0.002736983979003238,0.0024962975251894845,0.997617
19,52,4,2,1,1,Excellent,0.9891,6.88,3.44,0.0076,0.002736983979003238,0.0024962975251894845,0.996691
19,43,4,3,1,1,Poor,0.8656,58.54,29.27,0.1343,0.03359508916841536,0.026234901496121475,0.995331
19,43,4,3,1,1,Poor,0.8656,58.54,29.27,0.1343,0.03359508916841536,0.026234901496121475,0.997776
19,108,8,1,0,0,Poor,0.9256,50.46,25.23,0.0794,0.018612304780438765,0.025799144907515892,0.914802
19,108,8,1,0,0,Poor,0.9256,50.46,25.23,0.0794,0.018612304780438765,0.025799144907515892,0.900261
17,96,8,1,0,0,Good,0.9766,11.42,5.71,0.0205,0.00585510159967903,0.005455999283552032,0.921787
17,96,8,1,0,0,Good,0.9766,11.42,5.71,0.0205,0.00585510159967903,0.005455999283552032,0.913984
16,45,5,1,0,0,Good,0.9754,11.64,5.82,0.0243,0.0061407311009056,0.004270752114543406,0.995043
16,45,5,1,0,0,Good,0.9754,11.64,5.82,0.0243,0.0061407311009056,0.004270752114543406,0.98878
10,34,5,1,0,0,Poor,0.85,53.35,26.68,0.1482,0.03750992140440931,0.017815116405405212,0.984509
10,34,5,1,0,0,Poor,0.85,53.35,26.68,0.1482,0.03750992140440931,0.017815116405405212,0.982288
20,46,4,2,2,2,Average,0.9459,22.84,11.42,0.055,0.01351359148916459,0.007534176012900637,0.990816
20,46,4,2,2,2,Average,0.9459,22.84,11.42,0.055,0.01351359148916459,0.007534176012900637,0.994527
19,89,6,2,1,1,Average,0.9437,31.02,15.51,0.0607,0.01408411859270789,0.011488898369134484,0.97844
19,89,6,2,1,1,Average,0.9437,31.02,15.51,0.0607,0.01408411859270789,0.011488898369134484,0.988378
11,38,6,1,1,1,Average,0.9652,36.91,18.45,0.0351,0.008711246374998621,0.012158641026380916,0.977169
11,38,6,1,1,1,Average,0.9652,36.91,18.45,0.0351,0.008711246374998621,0.012158641026380916,0.974138
14,60,8,3,2,2,Poor,0.9271,60.47,30.23,0.0702,0.018223838122148672,0.01824665186084862,0.926705
14,60,8,3,2,2,Poor,0.9271,60.47,30.23,0.0702,0.018223838122148672,0.01824665186084862,0.925152
10,52,8,2,0,0,Good,0.9707,11.65,5.82,0.0275,0.007314725758930801,0.006583813368375362,0.921033
10,52,8,2,0,0,Good,0.9707,11.65,5.82,0.0275,0.007314725758930801,0.006583813368375362,0.933353
20,107,8,3,1,1,Poor,0.9038,83.24,41.62,0.0962,0.024040849519157026,0.01675944744506175,0.865095
20,107,8,3,1,1,Poor,0.9038,83.24,41.62,0.0962,0.024040849519157026,0.01675944744506175,0.833599
18,115,8,2,1,1,Poor,0.8721,88.7,44.35,0.1265,0.031987412748561456,0.02757974138729114,0.872976
18,115,8,2,1,1,Poor,0.8721,88.7,44.35,0.1265,0.031987412748561456,0.02757974138729114,0.88164
8,40,6,1,0,0,Good,0.9744,19.55,9.78,0.0289,0.006393437329489798,0.0058453907115126845,0.987117
8,40,6,1,0,0,Good,0.9744,19.55,9.78,0.0289,0.006393437329489798,0.0058453907115126845,0.987307
20,66,7,2,2,2,Poor,0.9062,84.75,42.38,0.09,0.02346018129820071,0.028496432017767432,0.929703
20,66,7,2,2,2,Poor,0.9062,84.75,42.38,0.09,0.02346018129820071,0.028496432017767432,0.936318
17,53,4,1,1,1,Poor,0.9016,88.54,44.27,0.0977,0.024609636321927447,0.024254612910724505,0.997811
17,53,4,1,1,1,Poor,0.9016,88.54,44.27,0.0977,0.024609636321927447,0.024254612910724505,0.990988
18,56,5,1,0,0,Average,0.9352,25.37,12.69,0.0599,0.016199603896325798,0.01053664453989216,0.984872
18,56,5,1,0,0,Average,0.9352,25.37,12.69,0.0599,0.016199603896325798,0.01053664453989216,0.978632
12,59,8,1,1,1,Excellent,1.0008,7.93,3.97,0.0033,0.001,0.00283161420008183,0.9315
12,59,8,1,1,1,Excellent,1.0008,7.93,3.97,0.0033,0.001,0.00283161420008183,0.935652
18,77,7,1,1,1,Excellent,0.9907,9.98,4.99,0.007,0.0023252266389833243,0.0011144540007582409,0.955597
18,77,7,1,1,1,Excellent,0.9907,9.98,4.99,0.007,0.0023252266389833243,0.0011144540007582409,0.95662
6,32,8,1,0,0,Poor,0.8793,99.86,49.93,0.1206,0.030169050441348433,0.022101726243265268,0.939828
6,32,8,1,0,0,Poor,0.8793,99.86,49.93,0.1206,0.030169050441348433,0.022101726243265268,0.95288
9,48,8,1,0,0,Excellent,0.996,6.85,3.42,0.0061,0.001,0.002411279152873101,0.957871
9,48,8,1,0,0,Excellent,0.996,6.85,3.42,0.0061,0.001,0.002411279152873101,0.952844
10,30,5,1,0,0,Excellent,0.9871,7.1,3.55,0.0085,0.003224387852028915,0.002274956311443312,0.994592
10,30,5,1,0,0,Excellent,0.9871,7.1,3.55,0.0085,0.003224387852028915,0.002274956311443312,0.987974
17,52,5,2,2,2,Excellent,0.9993,9.7,4.85,0.004,0.001,0.002339282349668196,0.993868
17,52,5,2,2,2,Excellent,0.9993,9.7,4.85,0.004,0.001,0.002339282349668196,0.991424
8,33,6,1,0,0,Good,0.9815,14.43,7.22,0.0155,0.004630918773419063,0.0050218633237258045,0.982341
8,33,6,1,0,0,Good,0.9815,14.43,7.22,0.0155,0.004630918773419063,0.0050218633237258045,0.982721
14,45,6,2,1,1,Average,0.9547,23.53,11.77,0.0487,0.011322258721597506,0.007688761864077406,0.972675
14,45,6,2,1,1,Average,0.9547,23.53,11.77,0.0487,0.011322258721597506,0.007688761864077406,0.969499
8,43,7,1,1,1,Excellent,0.994,9.59,4.8,0.0018,0.0014902082931975424,0.0016350025771729429,0.969079
8,43,7,1,1,1,Excellent,0.994,9.59,4.8,0.0018,0.0014902082931975424,0.0016350025771729429,0.958221
11,24,4,2,1,1,Excellent,0.9921,6.09,3.04,0.0037,0.0019831365641793386,0.0024485535315161545,0.994005
11,24,4,2,1,1,Excellent,0.9921,6.09,3.04,0.0037,0.0019831365641793386,0.0024485535315161545,0.994635
7,34,6,1,0,0,Poor,0.9122,85.3,42.65,0.0842,0.02195901553456983,0.019733114698601822,0.940767
7,34,6,1,0,0,Poor,0.9122,85.3,42.65,0.0842,0.02195901553456983,0.019733114698601822,0.948959
20,72,6,5,4,4,Average,0.9544,22.77,11.39,0.0442,0.011392498034349191,0.013178964355100745,0.966852
20,72,6,5,4,4,Average,0.9544,22.77,11.39,0.0442,0.011392498034349191,0.013178964355100745,0.954632
20,93,8,3,2,2,Good,0.9722,10.37,5.18,0.0267,0.006959419232136416,0.005151795135996082,0.923644
20,93,8,3,2,2,Good,0.9722,10.37,5.18,0.0267,0.006959419232136416,0.005151795135996082,0.920386
15,50,6,5,5,5,Good,0.9711,13.42,6.71,0.0294,0.007213424261243523,0.005972527140208931,0.977333
15,50,6,5,5,5,Good,0.9711,13.42,6.71,0.0294,0.007213424261243523,0.005972527140208931,0.98113
12,79,8,1,0,0,Average,0.9638,26.55,13.27,0.0404,0.009053660705881067,0.0111362385546167,0.91505
12,79,8,1,0,0,Average,0.9638,26.55,13.27,0.0404,0.009053660705881067,0.0111362385546167,0.91709
21,70,5,3,1,1,Good,0.9842,14.67,7.34,0.0165,0.003955531220262043,0.005633219229829036,0.988507
21,70,5,3,1,1,Good,0.9842,14.67,7.34,0.0165,0.003955531220262043,0.005633219229829036,0.994373
17,41,4,1,1,1,Excellent,0.9936,5.79,2.9,0.0048,0.001597060201444317,0.0028059597477347806,0.990431
17,41,4,1,1,1,Excellent,0.9936,5.79,2.9,0.0048,0.001597060201444317,0.0028059597477347806,0.996374
11,50,7,4,2,2,Excellent,0.9948,7.2,3.6,0.0062,0.0013075939357370392,0.0023889968758071733,0.97317
11,50,7,4,2,2,Excellent,0.9948,7.2,3.6,0.0062,0.0013075939357370392,0.0023889968758071733,0.968946
21,89,7,2,0,0,Good,0.9809,12.53,6.26,0.0175,0.004771378239976726,0.00571422336701015,0.964969
21,89,7,2,0,0,Good,0.9809,12.53,6.26,0.0175,0.004771378239976726,0.00571422336701015,0.958863
19,83,7,1,1,1,Average,0.9493,48.62,24.31,0.046,0.012686113346522282,0.011097634802245184,0.945316
19,83,7,1,1,1,Average,0.9493,48.62,24.31,0.046,0.012686113346522282,0.011097634802245184,0.944099
10,67,8,1,1,1,Good,0.9698,16.63,8.32,0.0258,0.007558346855444847,0.0033615945967815377,0.944636
10,67,8,1,1,1,Good,0.9698,16.63,8.32,0.0258,0.007558346855444847,0.0033615945967815377,0.960348
18,66,7,3,1,1,Good,0.9738,14.61,7.3,0.0232,0.00654202666901102,0.0036882737368727427,0.958555
18,66,7,3,1,1,Good,0.9738,14.61,7.3,0.0232,0.00654202666901102,0.0036882737368727427,0.964165
8,31,6,3,1,1,Good,0.9818,12.36,6.18,0.0141,0.004541192672196104,0.003978930090491114,0.987776
8,31,6,3,1,1,Good,0.9818,12.36,6.18,0.0141,0.004541192672196104,0.003978930090491114,0.98494
17,111,8,1,1,1,Excellent,0.9963,7.39,3.69,0.0034,0.001,0.0023735728769607436,0.932889
17,111,8,1,1,1,Excellent,0.9963,7.39,3.69,0.0034,0.001,0.0023735728769607436,0.921025
21,65,5,1,0,0,Poor,0.8761,91.57,45.78,0.1265,0.030966841578948995,0.016437372943860357,0.955282
21,65,5,1,0,0,Poor,0.8761,91.57,45.78,0.1265,0.030966841578948995,0.016437372943860357,0.946523
8,42,8,4,3,3,Average,0.9412,34.65,17.32,0.0596,0.014688218792043739,0.008773552351331003,0.940278
8,42,8,4,3,3,Average,0.9412,34.65,17.32,0.0596,0.014688218792043739,0.008773552351331003,0.925809
11,53,8,5,2,2,Good,0.9864,13.69,6.85,0.0168,0.003391159400368493,0.0054422660946598705,0.958506
11,53,8,5,2,2,Good,0.9864,13.69,6.85,0.0168,0.003391159400368493,0.0054422660946598705,0.960546
8,35,7,2,1,1,Good,0.9834,11.38,5.69,0.0138,0.0041617718858003305,0.004741602512981008,0.982965
8,35,7,2,1,1,Good,0.9834,11.38,5.69,0.0138,0.0041617718858003305,0.004741602512981008,0.982551
18,63,6,2,1,1,Good,0.9832,14.26,7.13,0.0157,0.0042077818316763604,0.006285100057144524,0.984093
18,63,6,2,1,1,Good,0.9832,14.26,7.13,0.0157,0.0042077818316763604,0.006285100057144524,0.986586
11,51,7,1,1,1,Good,0.9757,13.98,6.99,0.0203,0.006070666465974289,0.006224915745337024,0.951688
11,51,7,1,1,1,Good,0.9757,13.98,6.99,0.0203,0.006070666465974289,0.006224915745337024,0.939031
16,39,5,1,0,0,Good,0.9819,15.75,7.87,0.0177,0.004533221262712189,0.004944557537252224,0.990469
16,39,5,1,0,0,Good,0.9819,15.75,7.87,0.0177,0.004533221262712189,0.004944557537252224,0.989961
19,83,7,2,1,1,Excellent,0.9988,6.51,3.26,0.0026,0.001,0.0022072720945943156,0.962781
19,83,7,2,1,1,Excellent,0.9988,6.51,3.26,0.0026,0.001,0.0022072720945943156,0.964576
11,27,4,1,0,0,Poor,0.9011,76.59,38.29,0.1007,0.024732639191346356,0.01725580830204748,0.877394
11,27,4,1,0,0,Poor,0.9011,76.59,38.29,0.1007,0.024732639191346356,0.01725580830204748,0.883591
14,46,6,2,1,1,Good,0.9814,15.15,7.57,0.0223,0.00464208759367965,0.004739552171484935,0.983253
14,46,6,2,1,1,Good,0.9814,15.15,7.57,0.0223,0.00464208759367965,0.004739552171484935,0.976471
15,48,6,3,1,1,Excellent,0.9968,7.71,3.86,0.0018,0.001,0.0010350379861409984,0.983315
15,48,6,3,1,1,Excellent,0.9968,7.71,3.86,0.0018,0.001,0.0010350379861409984,0.98634
15,63,6,1,1,1,Excellent,0.9918,7.98,3.99,0.0036,0.002051580328506164,0.0024773606120975997,0.975623
15,63,6,1,1,1,Excellent,0.9918,7.98,3.99,0.0036,0.002051580328506164,0.0024773606120975997,0.977985
10,34,5,3,1,1,Poor,0.9127,71.56,35.78,0.092,0.021814292730857776,0.025334879415173955,0.96645
10,34,5,3,1,1,Poor,0.9127,71.56,35.78,0.092,0.021814292730857776,0.025334879415173955,0.967838
20,87,5,1,0,0,Excellent,0.9927,5.38,2.69,0.0037,0.0018151122038985446,0.002953686665353331,0.989418
20,87,5,1,0,0,Excellent,0.9927,5.38,2.69,0.0037,0.0018151122038985446,0.002953686665353331,0.995503
18,54,4,2,1,1,Excellent,0.9917,6.69,3.34,0.0064,0.002086887738234122,0.001801479176020376,0.993616
18,54,4,2,1,1,Excellent,0.9917,6.69,3.34,0.0064,0.002086887738234122,0.001801479176020376,0.996697
14,45,5,1,1,1,Excellent,0.9918,9.18,4.59,0.0043,0.0020425246315359247,0.0013832872744037974,0.991914
14,45,5,1,1,1,Excellent,0.9918,9.18,4.59,0.0043,0.0020425246315359247,0.0013832872744037974,0.990393
21,109,8,2,1,1,Good,0.9837,17.61,8.8,0.0187,0.0040675536889714925,0.006113235896400018,0.926344
21,109,8,2,1,1,Good,0.9837,17.61,8.8,0.0187,0.0040675536889714925,0.006113235896400018,0.925998
18,96,8,1,1,1,Good,0.9836,16.78,8.39,0.0155,0.004095440037603787,0.003074875795306282,0.917525
18,96,8,1,1,1,Good,0.9836,16.78,8.39,0.0155,0.004095440037603787,0.003074875795306282,0.915196
16,88,7,2,2,2,Excellent,0.9981,6.11,3.05,0.0002,0.001,0.0011274449171332459,0.961699
16,88,7,2,2,2,Excellent,0.9981,6.11,3.05,0.0002,0.001,0.0011274449171332459,0.964549
20,72,6,1,0,0,Poor,0.9026,81.74,40.87,0.0963,0.024352441520543028,0.028948090436792796,0.973986
20,72,6,1,0,0,Poor,0.9026,81.74,40.87,0.0963,0.024352441520543028,0.028948090436792796,0.968364
16,42,4,1,1,1,Average,0.9336,29.59,14.79,0.0629,0.016596840458281054,0.013834847911749552,0.993635
16,42,4,1,1,1,Average,0.9336,29.59,14.79,0.0629,0.016596840458281054,0.013834847911749552,0.991284
11,48,8,3,2,2,Poor,0.9309,62.78,31.39,0.0726,0.01726460100550717,0.029515854129039704,0.876096
11,48,8,3,2,2,Poor,0.9309,62.78,31.39,0.0726,0.01726460100550717,0.029515854129039704,0.8856
12,34,4,1,1,1,Average,0.9395,29.12,14.56,0.06,0.015129827234649118,0.010739040853355203,0.995001
12,34,4,1,1,1,Average,0.9395,29.12,14.56,0.06,0.015129827234649118,0.010739040853355203,0.992759
11,47,5,1,0,0,Average,0.956,36.95,18.47,0.0466,0.010991579554228026,0.013011107264361207,0.98736
11,47,5,1,0,0,Average,0.956,36.95,18.47,0.0466,0.010991579554228026,0.013011107264361207,0.992394
21,106,6,2,2,2,Good,0.978,13.75,6.88,0.0208,0.005491891441052277,0.006795276369144565,0.982958
21,106,6,2,2,2,Good,0.978,13.75,6.88,0.0208,0.005491891441052277,0.006795276369144565,0.978608
9,26,4,1,0,0,Poor,0.8513,60.92,30.46,0.1494,0.037165755584756155,0.017679336577455695,0.993769
9,26,4,1,0,0,Poor,0.8513,60.92,30.46,0.1494,0.037165755584756155,0.017679336577455695,0.991755
19,94,8,5,3,3,Average,0.9543,42.54,21.27,0.0467,0.011433678610677955,0.009555227981239537,0.878001
19,94,8,5,3,3,Average,0.9543,42.54,21.27,0.0467,0.011433678610677955,0.009555227981239537,0.87583
18,53,5,3,2,2,Poor,0.9113,87.84,43.92,0.0929,0.022164292673760133,0.017354517049034374,0.982454
18,53,5,3,2,2,Poor,0.9113,87.84,43.92,0.0929,0.022164292673760133,0.017354517049034374,0.972936
16,103,8,2,1,1,Poor,0.8713,82.81,41.4,0.1247,0.03217122781788731,0.023702367430899762,0.909902
16,103,8,2,1,1,Poor,0.8713,82.81,41.4,0.1247,0.03217122781788731,0.023702367430899762,0.910387
19,69,7,3,2,2,Poor,0.9249,59.44,29.72,0.0723,0.018770338405155296,0.024145590955755143,0.947944
19,69,7,3,2,2,Poor,0.9249,59.44,29.72,0.0723,0.018770338405155296,0.024145590955755143,0.951146
8,40,8,1,0,0,Poor,0.9015,97.27,48.64,0.096,0.024625554321558052,0.02353959220932742,0.870979
8,40,8,1,0,0,Poor,0.9015,97.27,48.64,0.096,0.024625554321558052,0.02353959220932742,0.846399
18,90,8,1,0,0,Good,0.9855,18.5,9.25,0.0132,0.0036342355644791713,0.0064986007880960504,0.908058
18,90,8,1,0,0,Good,0.9855,18.5,9.25,0.0132,0.0036342355644791713,0.0064986007880960504,0.904017
21,66,5,1,1,1,Good,0.9881,13.23,6.61,0.0159,0.002978795433393411,0.0038280290835381223,0.994205
21,66,5,1,1,1,Good,0.9881,13.23,6.61,0.0159,0.002978795433393411,0.0038280290835381223,0.989018
11,37,5,1,1,1,Poor,0.9221,75.01,37.51,0.0789,0.01946312894284019,0.01996888852180005,0.990433
11,37,5,1,1,1,Poor,0.9221,75.01,37.51,0.0789,0.01946312894284019,0.01996888852180005,0.98491
8,33,7,1,0,0,Poor,0.8597,97.88,48.94,0.1407,0.035073787152894415,0.025736922783024217,0.677302
8,33,7,1,0,0,Poor,0.8597,97.88,48.94,0.1407,0.035073787152894415,0.025736922783024217,0.685571
6,29,8,1,1,1,Poor,0.8698,74.04,37.02,0.1281,0.03253822733958489,0.020975951048915205,0.912923
6,29,8,1,1,1,Poor,0.8698,74.04,37.02,0.1281,0.03253822733958489,0.020975951048915205,0.903165
10,23,4,1,0,0,Average,0.9497,42.74,21.37,0.0532,0.012569073455455299,0.012775953720149604,0.993984
10,23,4,1,0,0,Average,0.9497,42.74,21.37,0.0532,0.012569073455455299,0.012775953720149604,0.998033
19,95,6,1,1,1,Average,0.9601,24.26,12.13,0.0397,0.009974209200071693,0.00911606163365398,0.980938
19,95,6,1,1,1,Average,0.9601,24.26,12.13,0.0397,0.009974209200071693,0.00911606163365398,0.977883
14,47,5,1,1,1,Average,0.9551,28.86,14.43,0.0478,0.011228285783385278,0.012596493378753768,0.987577
14,47,5,1,1,1,Average,0.9551,28.86,14.43,0.0478,0.011228285783385278,0.012596493378753768,0.982224
14,81,8,1,1,1,Excellent,0.9964,8.81,4.4,0.0015,0.001,0.001442043079140344,0.958053
14,81,8,1,1,1,Excellent,0.9964,8.81,4.4,0.0015,0.001,0.001442043079140344,0.947985
17,55,6,2,2,2,Average,0.942,29.2,14.6,0.0586,0.014489267002778417,0.009437930910306265,0.968855
17,55,6,2,2,2,Average,0.942,29.2,14.6,0.0586,0.014489267002778417,0.009437930910306265,0.971583
15,87,7,1,1,1,Good,0.9726,17.44,8.72,0.0239,0.0068590972321044,0.004169331516598094,0.980786
15,87,7,1,1,1,Good,0.9726,17.44,8.72,0.0239,0.0068590972321044,0.004169331516598094,0.976877
14,85,7,1,0,0,Good,0.9838,10.28,5.14,0.0142,0.004050918799230779,0.005336939096810421,0.957346
14,85,7,1,0,0,Good,0.9838,10.28,5.14,0.0142,0.004050918799230779,0.005336939096810421,0.963455
17,73,6,1,0,0,Poor,0.8627,73.85,36.92,0.142,0.03431907188182823,0.024657772796885316,0.975119
17,73,6,1,0,0,Poor,0.8627,73.85,36.92,0.142,0.03431907188182823,0.024657772796885316,0.979604
16,74,8,2,2,2,Average,0.9344,31.34,15.67,0.067,0.01638988175935785,0.013966258080317788,0.901692
16,74,8,2,2,2,Average,0.9344,31.34,15.67,0.067,0.01638988175935785,0.013966258080317788,0.908127
12,40,6,1,1,1,Good,0.9801,11.5,5.75,0.0222,0.004971301625794816,0.003478365679085155,0.980067
12,40,6,1,1,1,Good,0.9801,11.5,5.75,0.0222,0.004971301625794816,0.003478365679085155,0.98514
20,99,7,4,1,1,Excellent,0.9944,9.2,4.6,0.0085,0.001406646241083942,0.0020482366665919823,0.95148
20,99,7,4,1,1,Excellent,0.9944,9.2,4.6,0.0085,0.001406646241083942,0.0020482366665919823,0.954893
12,32,5,2,1,1,Average,0.95,39.93,19.96,0.0459,0.012487812182932712,0.009636120647634059,0.986224
12,32,5,2,1,1,Average,0.95,39.93,19.96,0.0459,0.012487812182932712,0.009636120647634059,0.990615
8,59,8,1,1,1,Excellent,0.9922,7.23,3.62,0.0052,0.0019456413759272595,0.0025945397278582423,0.928719
8,59,8,1,1,1,Excellent,0.9922,7.23,3.62,0.0052,0.0019456413759272595,0.0025945397278582423,0.932109
13,46,5,1,1,1,Good,0.9763,16.9,8.45,0.0191,0.005929748273929281,0.005436550833754638,0.990539
13,46,5,1,1,1,Good,0.9763,16.9,8.45,0.0191,0.005929748273929281,0.005436550833754638,0.988298
12,29,4,2,1,1,Excellent,0.9967,9.53,4.77,0.0013,0.001,0.0014154640917120314,0.997599
12,29,4,2,1,1,Excellent,0.9967,9.53,4.77,0.0013,0.001,0.0014154640917120314,0.996548
8,43,6,1,0,0,Good,0.9809,14.78,7.39,0.0188,0.004769400841917376,0.0033995036346426257,0.98131
8,43,6,1,0,0,Good,0.9809,14.78,7.39,0.0188,0.004769400841917376,0.0033995036346426257,0.981408
21,104,8,4,4,4,Average,0.9503,37.08,18.54,0.0533,0.012414287697785242,0.007892191214560357,0.907568
